yyyy,mm,dd,hh,temp,sal,co2,do,ph,omega_a,omega_c,TA_calc,datetime,doy,do_mgpl,co2_thermal,co2_corr
2015,4,24,20,6.31895,27.764143772985662,290.1,408.5693359375,8.1696,1.9198156509418043,3.0946900740266337,2194.3057510155854,2015-04-24T20:00:00Z,114,13.426383454833985,464.59,368.9
2015,4,24,21,6.20745,27.852344793793506,290.5,406.494140625,8.1607,1.8442795287064773,2.9725017773027735,2151.056546346454,2015-04-24T21:00:00Z,114,13.358188498535155,462.4,371.16
2015,4,24,22,6.17585,28.170060238979502,302.2,402.7099609375,8.1551,1.8810227096389245,3.0289171679739266,2207.0818635146784,2015-04-24T22:00:00Z,114,13.233832989990233,461.79,386.62
2015,4,24,23,6.289199999999999,28.42545551647961,298.6,409.1796875,8.1682,1.992758879427698,3.205004056804808,2260.0010841326393,2015-04-24T23:00:00Z,114,13.446440794921873,464.01,380.19
2015,4,25,0,6.21925,28.50131356342799,297.7,409.0576171875,8.1665,1.9710950578005875,3.170275376755267,2244.500745902964,2015-04-25T00:00:00Z,114,13.442429326904294,462.64,380.17
2015,4,25,1,6.5509,27.399058628519462,297.8,399.5361328125,8.16205,1.899321359510972,3.064962321710914,2200.688199459902,2015-04-25T01:00:00Z,114,13.129534821533202,469.17,375
2015,4,25,2,6.5149,27.260258403257595,293.4,403.564453125,8.16375,1.8760630269662786,3.029392489394385,2175.907270978861,2015-04-25T02:00:00Z,114,13.26191326611328,468.46,370.02
2015,4,25,3,6.4435,27.284001005922658,299.1,401.7333984375,8.1542,1.8271084591250577,2.950439931686958,2164.485257199637,2015-04-25T03:00:00Z,114,13.201741245849608,467.05,378.35
2015,4,25,4,6.2921,27.32964291974622,304.9,393.4326171875,8.1467,1.793101577943264,2.8954813793369585,2165.76082260899,2015-04-25T04:00:00Z,115,12.928961420654295,464.06,388.16
2015,4,25,5,6.289899999999999,27.757025845693676,308.1,397.8271484375,8.1472,1.8417815328567286,2.968250806674399,2200.023212758897,2015-04-25T05:00:00Z,115,13.073374269287108,464.02,392.27
2015,4,25,6,6.35435,28.212765062044525,308.6,403.9306640625,8.149,1.878484140901851,3.0236025623399745,2218.464608294712,2015-04-25T06:00:00Z,115,13.273947670166015,465.29,391.84
2015,4,25,7,6.24785,28.03532203099293,306.8,401.123046875,8.149750000000001,1.8623314963103854,2.9994993345213885,2208.968159011289,2015-04-25T07:00:00Z,115,13.18168390576172,463.2,391.31
2015,4,25,8,6.0595,28.24655352298422,307.5,398.8037109375,8.1488,1.8618288490210995,2.9960208469457488,2215.5204110212053,2015-04-25T08:00:00Z,115,13.105466013427732,459.52,395.34
2015,4,25,9,5.5184,29.504033356633748,320.4,401.7333984375,8.1357,1.8496319356094415,2.9665673774980474,2252.120418548724,2015-04-25T09:00:00Z,115,13.201741245849608,449.12,421.47
2015,4,25,10,5.5914,29.577457648505362,332.9,401.123046875,8.1299,1.8721883614825077,3.003487753192313,2302.1201024113834,2015-04-25T10:00:00Z,115,13.18168390576172,450.51,436.56
2015,4,25,11,5.71495,29.230107510519737,326,399.658203125,8.14155,1.930147871351714,3.0979607675681207,2318.508696310319,2015-04-25T11:00:00Z,115,13.13354628955078,452.87,425.28
2015,4,25,12,5.7554,29.216701255557822,328.7,399.0478515625,8.1443,1.9758930850158007,3.1710965810754703,2355.139255627247,2015-04-25T12:00:00Z,115,13.113488949462889,453.65,428.07
2015,4,25,13,5.82735,29.16478582232112,318.5,405.2734375,8.155,2.012422912429579,3.230463503289224,2343.616625675475,2015-04-25T13:00:00Z,115,13.318073818359373,455.03,413.53
