date, datatype, valuestation,attributes
2016-01-07T00:00:00,AWND,1.0,GHCND:USW00014764,",,W,"
2016-01-07T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-07T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-07T00:00:00,SNWD,80.0,GHCND:USW00014764,",,W,2400"
2016-01-07T00:00:00,TAVG,-2.4,GHCND:USW00014764,"H,,S,"
2016-01-07T00:00:00,TMAX,3.9,GHCND:USW00014764,",,W,2400"
2016-01-07T00:00:00,TMIN,-11.0,GHCND:USW00014764,",,W,2400"
2016-01-07T00:00:00,WDF2,30,GHCND:USW00014764,",,W,"
2016-01-07T00:00:00,WDF5,40,GHCND:USW00014764,",,W,"
2016-01-07T00:00:00,WSF2,3.1,GHCND:USW00014764,",,W,"
2016-01-07T00:00:00,WSF5,3.6,GHCND:USW00014764,",,W,"
2016-01-08T00:00:00,AWND,3.1,GHCND:USW00014764,",,W,"
2016-01-08T00:00:00,PRCP,0.0,GHCND:USW00014764,"T,,W,2400"
2016-01-08T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-08T00:00:00,SNWD,80.0,GHCND:USW00014764,",,W,2400"
2016-01-08T00:00:00,TAVG,-2.7,GHCND:USW00014764,"H,,S,"
2016-01-08T00:00:00,TMAX,3.9,GHCND:USW00014764,",,W,2400"
2016-01-08T00:00:00,TMIN,-8.2,GHCND:USW00014764,",,W,2400"
2016-01-08T00:00:00,WDF2,70,GHCND:USW00014764,",,W,"
2016-01-08T00:00:00,WDF5,90,GHCND:USW00014764,",,W,"
2016-01-08T00:00:00,WSF2,7.2,GHCND:USW00014764,",,W,"
2016-01-08T00:00:00,WSF5,8.9,GHCND:USW00014764,",,W,"
2016-01-09T00:00:00,AWND,2.2,GHCND:USW00014764,",,W,"
2016-01-09T00:00:00,PRCP,1.8,GHCND:USW00014764,",,W,2400"
2016-01-09T00:00:00,SNOW,5.0,GHCND:USW00014764,",,W,"
2016-01-09T00:00:00,SNWD,80.0,GHCND:USW00014764,",,W,2400"
2016-01-09T00:00:00,TAVG,1.1,GHCND:USW00014764,"H,,S,"
2016-01-09T00:00:00,TMAX,2.2,GHCND:USW00014764,",,W,2400"
2016-01-09T00:00:00,TMIN,-1.0,GHCND:USW00014764,",,W,2400"
2016-01-09T00:00:00,WDF2,50,GHCND:USW00014764,",,W,"
2016-01-09T00:00:00,WDF5,60,GHCND:USW00014764,",,W,"
2016-01-09T00:00:00,WSF2,6.3,GHCND:USW00014764,",,W,"
2016-01-09T00:00:00,WSF5,7.6,GHCND:USW00014764,",,W,"
2016-01-09T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2016-01-10T00:00:00,AWND,6.2,GHCND:USW00014764,",,W,"
2016-01-10T00:00:00,PRCP,51.8,GHCND:USW00014764,",,W,2400"
2016-01-10T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-10T00:00:00,SNWD,80.0,GHCND:USW00014764,",,W,2400"
2016-01-10T00:00:00,TAVG,4.7,GHCND:USW00014764,"H,,S,"
2016-01-10T00:00:00,TMAX,11.1,GHCND:USW00014764,",,W,2400"
2016-01-10T00:00:00,TMIN,1.1,GHCND:USW00014764,",,W,2400"
2016-01-10T00:00:00,WDF2,140,GHCND:USW00014764,",,W,"
2016-01-10T00:00:00,WDF5,160,GHCND:USW00014764,",,W,"
2016-01-10T00:00:00,WSF2,16.1,GHCND:USW00014764,",,W,"
2016-01-10T00:00:00,WSF5,21.9,GHCND:USW00014764,",,W,"
2016-01-10T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2016-01-10T00:00:00,WT02,1,GHCND:USW00014764,",,W,"
2016-01-11T00:00:00,AWND,6.4,GHCND:USW00014764,",,W,"
2016-01-11T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-11T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-11T00:00:00,SNWD,0.0,GHCND:USW00014764,",,W,2400"
2016-01-11T00:00:00,TAVG,3.6,GHCND:USW00014764,"H,,S,"
2016-01-11T00:00:00,TMAX,8.3,GHCND:USW00014764,",,W,2400"
2016-01-11T00:00:00,TMIN,-4.9,GHCND:USW00014764,",,W,2400"
2016-01-11T00:00:00,WDF2,270,GHCND:USW00014764,",,W,"
2016-01-11T00:00:00,WDF5,240,GHCND:USW00014764,",,W,"
2016-01-11T00:00:00,WSF2,11.6,GHCND:USW00014764,",,W,"
2016-01-11T00:00:00,WSF5,16.1,GHCND:USW00014764,",,W,"
2016-01-12T00:00:00,AWND,3.0,GHCND:USW00014764,",,W,"
2016-01-12T00:00:00,PRCP,14.5,GHCND:USW00014764,",,W,2400"
2016-01-12T00:00:00,SNOW,155.0,GHCND:USW00014764,",,W,"
2016-01-12T00:00:00,SNWD,0.0,GHCND:USW00014764,",,W,2400"
2016-01-12T00:00:00,TAVG,-3.8,GHCND:USW00014764,"H,,S,"
2016-01-12T00:00:00,TMAX,2.8,GHCND:USW00014764,",,W,2400"
2016-01-12T00:00:00,TMIN,-7.1,GHCND:USW00014764,",,W,2400"
2016-01-12T00:00:00,WDF2,280,GHCND:USW00014764,",,W,"
2016-01-12T00:00:00,WDF5,280,GHCND:USW00014764,",,W,"
2016-01-12T00:00:00,WSF2,12.5,GHCND:USW00014764,",,W,"
2016-01-12T00:00:00,WSF5,15.2,GHCND:USW00014764,",,W,"
2016-01-12T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2016-01-13T00:00:00,AWND,6.5,GHCND:USW00014764,",,W,"
2016-01-13T00:00:00,PRCP,0.3,GHCND:USW00014764,",,W,2400"
2016-01-13T00:00:00,SNOW,15.0,GHCND:USW00014764,",,W,"
2016-01-13T00:00:00,SNWD,130.0,GHCND:USW00014764,",,W,2400"
2016-01-13T00:00:00,TAVG,-3.4,GHCND:USW00014764,"H,,S,"
2016-01-13T00:00:00,TMAX,-2.7,GHCND:USW00014764,",,W,2400"
2016-01-13T00:00:00,TMIN,-8.8,GHCND:USW00014764,",,W,2400"
2016-01-13T00:00:00,WDF2,290,GHCND:USW00014764,",,W,"
2016-01-13T00:00:00,WDF5,300,GHCND:USW00014764,",,W,"
2016-01-13T00:00:00,WSF2,13.9,GHCND:USW00014764,",,W,"
2016-01-13T00:00:00,WSF5,19.7,GHCND:USW00014764,",,W,"
2016-01-13T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2016-01-13T00:00:00,WT08,1,GHCND:USW00014764,",,W,"
2016-01-13T00:00:00,WT09,1,GHCND:USW00014764,",,W,"
2016-01-14T00:00:00,AWND,3.5,GHCND:USW00014764,",,W,"
2016-01-14T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-14T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-14T00:00:00,SNWD,100.0,GHCND:USW00014764,",,W,2400"
2016-01-14T00:00:00,TAVG,-6.7,GHCND:USW00014764,"H,,S,"
2016-01-14T00:00:00,TMAX,-2.1,GHCND:USW00014764,",,W,2400"
2016-01-14T00:00:00,TMIN,-9.3,GHCND:USW00014764,",,W,2400"
2016-01-14T00:00:00,WDF2,270,GHCND:USW00014764,",,W,"
2016-01-14T00:00:00,WDF5,260,GHCND:USW00014764,",,W,"
2016-01-14T00:00:00,WSF2,6.7,GHCND:USW00014764,",,W,"
2016-01-14T00:00:00,WSF5,8.5,GHCND:USW00014764,",,W,"
2016-01-15T00:00:00,AWND,1.3,GHCND:USW00014764,",,W,"
2016-01-15T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-15T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-15T00:00:00,SNWD,100.0,GHCND:USW00014764,",,W,2400"
2016-01-15T00:00:00,TAVG,-5.6,GHCND:USW00014764,"H,,S,"
2016-01-15T00:00:00,TMAX,-1.0,GHCND:USW00014764,",,W,2400"
2016-01-15T00:00:00,TMIN,-12.1,GHCND:USW00014764,",,W,2400"
2016-01-15T00:00:00,WDF2,240,GHCND:USW00014764,",,W,"
2016-01-15T00:00:00,WDF5,230,GHCND:USW00014764,",,W,"
2016-01-15T00:00:00,WSF2,4.0,GHCND:USW00014764,",,W,"
2016-01-15T00:00:00,WSF5,5.4,GHCND:USW00014764,",,W,"
2016-01-16T00:00:00,AWND,3.3,GHCND:USW00014764,",,W,"
2016-01-16T00:00:00,PRCP,14.0,GHCND:USW00014764,",,W,2400"
2016-01-16T00:00:00,SNOW,89.0,GHCND:USW00014764,",,W,"
2016-01-16T00:00:00,SNWD,100.0,GHCND:USW00014764,",,W,2400"
2016-01-16T00:00:00,TAVG,-2.1,GHCND:USW00014764,"H,,S,"
2016-01-16T00:00:00,TMAX,-0.5,GHCND:USW00014764,",,W,2400"
2016-01-16T00:00:00,TMIN,-3.2,GHCND:USW00014764,",,W,2400"
2016-01-16T00:00:00,WDF2,350,GHCND:USW00014764,",,W,"
2016-01-16T00:00:00,WDF5,360,GHCND:USW00014764,",,W,"
2016-01-16T00:00:00,WSF2,8.1,GHCND:USW00014764,",,W,"
2016-01-16T00:00:00,WSF5,10.7,GHCND:USW00014764,",,W,"
2016-01-16T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2016-01-16T00:00:00,WT04,1,GHCND:USW00014764,",,W,"
2016-01-16T00:00:00,WT06,1,GHCND:USW00014764,",,W,"
2016-01-17T00:00:00,AWND,2.3,GHCND:USW00014764,",,W,"
2016-01-17T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-17T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-17T00:00:00,SNWD,180.0,GHCND:USW00014764,",,W,2400"
2016-01-17T00:00:00,TAVG,-1.4,GHCND:USW00014764,"H,,S,"
2016-01-17T00:00:00,TMAX,0.0,GHCND:USW00014764,",,W,2400"
2016-01-17T00:00:00,TMIN,-3.8,GHCND:USW00014764,",,W,2400"
2016-01-17T00:00:00,WDF2,340,GHCND:USW00014764,",,W,"
2016-01-17T00:00:00,WDF5,340,GHCND:USW00014764,",,W,"
2016-01-17T00:00:00,WSF2,4.5,GHCND:USW00014764,",,W,"
2016-01-17T00:00:00,WSF5,5.4,GHCND:USW00014764,",,W,"
2016-01-18T00:00:00,AWND,4.7,GHCND:USW00014764,",,W,"
2016-01-18T00:00:00,PRCP,2.8,GHCND:USW00014764,",,W,2400"
2016-01-18T00:00:00,SNOW,64.0,GHCND:USW00014764,",,W,"
2016-01-18T00:00:00,SNWD,150.0,GHCND:USW00014764,",,W,2400"
2016-01-18T00:00:00,TAVG,-3.9,GHCND:USW00014764,"H,,S,"
2016-01-18T00:00:00,TMAX,-2.7,GHCND:USW00014764,",,W,2400"
2016-01-18T00:00:00,TMIN,-8.8,GHCND:USW00014764,",,W,2400"
2016-01-18T00:00:00,WDF2,270,GHCND:USW00014764,",,W,"
2016-01-18T00:00:00,WDF5,290,GHCND:USW00014764,",,W,"
2016-01-18T00:00:00,WSF2,10.3,GHCND:USW00014764,",,W,"
2016-01-18T00:00:00,WSF5,12.5,GHCND:USW00014764,",,W,"
2016-01-18T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2016-01-18T00:00:00,WT08,1,GHCND:USW00014764,",,W,"
2016-01-19T00:00:00,AWND,5.4,GHCND:USW00014764,",,W,"
2016-01-19T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-19T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-19T00:00:00,SNWD,200.0,GHCND:USW00014764,",,W,2400"
2016-01-19T00:00:00,TAVG,-8.7,GHCND:USW00014764,"H,,S,"
2016-01-19T00:00:00,TMAX,-7.7,GHCND:USW00014764,",,W,2400"
2016-01-19T00:00:00,TMIN,-11.0,GHCND:USW00014764,",,W,2400"
2016-01-19T00:00:00,WDF2,290,GHCND:USW00014764,",,W,"
2016-01-19T00:00:00,WDF5,310,GHCND:USW00014764,",,W,"
2016-01-19T00:00:00,WSF2,13.0,GHCND:USW00014764,",,W,"
2016-01-19T00:00:00,WSF5,16.5,GHCND:USW00014764,",,W,"
2016-01-19T00:00:00,WT08,1,GHCND:USW00014764,",,W,"
2016-01-19T00:00:00,WT09,1,GHCND:USW00014764,",,W,"
2016-01-20T00:00:00,AWND,5.2,GHCND:USW00014764,",,W,"
2016-01-20T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-20T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-20T00:00:00,SNWD,180.0,GHCND:USW00014764,",,W,2400"
2016-01-20T00:00:00,TAVG,-6.6,GHCND:USW00014764,"H,,S,"
2016-01-20T00:00:00,TMAX,-2.1,GHCND:USW00014764,",,W,2400"
2016-01-20T00:00:00,TMIN,-9.3,GHCND:USW00014764,",,W,2400"
2016-01-20T00:00:00,WDF2,320,GHCND:USW00014764,",,W,"
2016-01-20T00:00:00,WDF5,310,GHCND:USW00014764,",,W,"
2016-01-20T00:00:00,WSF2,11.2,GHCND:USW00014764,",,W,"
2016-01-20T00:00:00,WSF5,17.4,GHCND:USW00014764,",,W,"
2016-01-21T00:00:00,AWND,3.3,GHCND:USW00014764,",,W,"
2016-01-21T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-21T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-21T00:00:00,SNWD,180.0,GHCND:USW00014764,",,W,2400"
2016-01-21T00:00:00,TAVG,-7.7,GHCND:USW00014764,"H,,S,"
2016-01-21T00:00:00,TMAX,-2.7,GHCND:USW00014764,",,W,2400"
2016-01-21T00:00:00,TMIN,-16.6,GHCND:USW00014764,",,W,2400"
2016-01-21T00:00:00,WDF2,310,GHCND:USW00014764,",,W,"
2016-01-21T00:00:00,WDF5,340,GHCND:USW00014764,",,W,"
2016-01-21T00:00:00,WSF2,10.3,GHCND:USW00014764,",,W,"
2016-01-21T00:00:00,WSF5,13.9,GHCND:USW00014764,",,W,"
2016-01-22T00:00:00,AWND,3.8,GHCND:USW00014764,",,W,"
2016-01-22T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-22T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-22T00:00:00,SNWD,180.0,GHCND:USW00014764,",,W,2400"
2016-01-22T00:00:00,TAVG,-8.3,GHCND:USW00014764,"H,,S,"
2016-01-22T00:00:00,TMAX,-1.0,GHCND:USW00014764,",,W,2400"
2016-01-22T00:00:00,TMIN,-17.1,GHCND:USW00014764,",,W,2400"
2016-01-22T00:00:00,WDF2,340,GHCND:USW00014764,",,W,"
2016-01-22T00:00:00,WDF5,300,GHCND:USW00014764,",,W,"
2016-01-22T00:00:00,WSF2,8.9,GHCND:USW00014764,",,W,"
2016-01-22T00:00:00,WSF5,11.2,GHCND:USW00014764,",,W,"
2016-01-23T00:00:00,AWND,5.0,GHCND:USW00014764,",,W,"
2016-01-23T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-23T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-23T00:00:00,SNWD,180.0,GHCND:USW00014764,",,W,2400"
2016-01-23T00:00:00,TAVG,-7.7,GHCND:USW00014764,"H,,S,"
2016-01-23T00:00:00,TMAX,-6.6,GHCND:USW00014764,",,W,2400"
2016-01-23T00:00:00,TMIN,-9.9,GHCND:USW00014764,",,W,2400"
2016-01-23T00:00:00,WDF2,360,GHCND:USW00014764,",,W,"
2016-01-23T00:00:00,WDF5,360,GHCND:USW00014764,",,W,"
2016-01-23T00:00:00,WSF2,8.9,GHCND:USW00014764,",,W,"
2016-01-23T00:00:00,WSF5,11.6,GHCND:USW00014764,",,W,"
2016-01-24T00:00:00,AWND,4.5,GHCND:USW00014764,",,W,"
2016-01-24T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-24T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-24T00:00:00,SNWD,150.0,GHCND:USW00014764,",,W,2400"
2016-01-24T00:00:00,TAVG,-5.7,GHCND:USW00014764,"H,,S,"
2016-01-24T00:00:00,TMAX,1.7,GHCND:USW00014764,",,W,2400"
2016-01-24T00:00:00,TMIN,-9.3,GHCND:USW00014764,",,W,2400"
2016-01-24T00:00:00,WDF2,360,GHCND:USW00014764,",,W,"
2016-01-24T00:00:00,WDF5,360,GHCND:USW00014764,",,W,"
2016-01-24T00:00:00,WSF2,11.6,GHCND:USW00014764,",,W,"
2016-01-24T00:00:00,WSF5,15.7,GHCND:USW00014764,",,W,"
2016-01-25T00:00:00,AWND,1.9,GHCND:USW00014764,",,W,"
2016-01-25T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-25T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-25T00:00:00,SNWD,150.0,GHCND:USW00014764,",,W,2400"
2016-01-25T00:00:00,TAVG,-2.3,GHCND:USW00014764,"H,,S,"
2016-01-25T00:00:00,TMAX,1.1,GHCND:USW00014764,",,W,2400"
2016-01-25T00:00:00,TMIN,-8.2,GHCND:USW00014764,",,W,2400"
2016-01-25T00:00:00,WDF2,150,GHCND:USW00014764,",,W,"
2016-01-25T00:00:00,WDF5,150,GHCND:USW00014764,",,W,"
2016-01-25T00:00:00,WSF2,4.0,GHCND:USW00014764,",,W,"
2016-01-25T00:00:00,WSF5,5.4,GHCND:USW00014764,",,W,"
2016-01-26T00:00:00,AWND,3.4,GHCND:USW00014764,",,W,"
2016-01-26T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-26T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-26T00:00:00,SNWD,150.0,GHCND:USW00014764,",,W,2400"
2016-01-26T00:00:00,TAVG,2.0,GHCND:USW00014764,"H,,S,"
2016-01-26T00:00:00,TMAX,8.3,GHCND:USW00014764,",,W,2400"
2016-01-26T00:00:00,TMIN,-2.1,GHCND:USW00014764,",,W,2400"
2016-01-26T00:00:00,WDF2,190,GHCND:USW00014764,",,W,"
2016-01-26T00:00:00,WDF5,190,GHCND:USW00014764,",,W,"
2016-01-26T00:00:00,WSF2,7.6,GHCND:USW00014764,",,W,"
2016-01-26T00:00:00,WSF5,11.6,GHCND:USW00014764,",,W,"
2016-01-27T00:00:00,AWND,3.8,GHCND:USW00014764,",,W,"
2016-01-27T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-27T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-27T00:00:00,SNWD,100.0,GHCND:USW00014764,",,W,2400"
2016-01-27T00:00:00,TAVG,5.3,GHCND:USW00014764,"H,,S,"
2016-01-27T00:00:00,TMAX,7.8,GHCND:USW00014764,",,W,2400"
2016-01-27T00:00:00,TMIN,-4.9,GHCND:USW00014764,",,W,2400"
2016-01-27T00:00:00,WDF2,260,GHCND:USW00014764,",,W,"
2016-01-27T00:00:00,WDF5,280,GHCND:USW00014764,",,W,"
2016-01-27T00:00:00,WSF2,8.9,GHCND:USW00014764,",,W,"
2016-01-27T00:00:00,WSF5,12.1,GHCND:USW00014764,",,W,"
2016-01-28T00:00:00,AWND,2.1,GHCND:USW00014764,",,W,"
2016-01-28T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-01-28T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-28T00:00:00,SNWD,100.0,GHCND:USW00014764,",,W,2400"
2016-01-28T00:00:00,TAVG,-2.4,GHCND:USW00014764,"H,,S,"
2016-01-28T00:00:00,TMAX,2.8,GHCND:USW00014764,",,W,2400"
2016-01-28T00:00:00,TMIN,-8.8,GHCND:USW00014764,",,W,2400"
2016-01-28T00:00:00,WDF2,170,GHCND:USW00014764,",,W,"
2016-01-28T00:00:00,WDF5,190,GHCND:USW00014764,",,W,"
2016-01-28T00:00:00,WSF2,7.2,GHCND:USW00014764,",,W,"
2016-01-28T00:00:00,WSF5,9.8,GHCND:USW00014764,",,W,"
2016-01-29T00:00:00,AWND,1.7,GHCND:USW00014764,",,W,"
2016-01-29T00:00:00,PRCP,0.0,GHCND:USW00014764,"T,,W,2400"
2016-01-29T00:00:00,SNOW,0.0,GHCND:USW00014764,"T,,W,"
2016-01-29T00:00:00,SNWD,100.0,GHCND:USW00014764,",,W,2400"
2016-01-29T00:00:00,TAVG,0.4,GHCND:USW00014764,"H,,S,"
2016-01-29T00:00:00,TMAX,1.7,GHCND:USW00014764,",,W,2400"
2016-01-29T00:00:00,TMIN,-1.6,GHCND:USW00014764,",,W,2400"
2016-01-29T00:00:00,WDF2,330,GHCND:USW00014764,",,W,"
2016-01-29T00:00:00,WDF5,320,GHCND:USW00014764,",,W,"
2016-01-29T00:00:00,WSF2,4.5,GHCND:USW00014764,",,W,"
2016-01-29T00:00:00,WSF5,5.8,GHCND:USW00014764,",,W,"
2016-01-29T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2016-01-29T00:00:00,WT04,1,GHCND:USW00014764,",,W,"
2016-01-30T00:00:00,AWND,2.6,GHCND:USW00014764,",,W,"
2016-01-30T00:00:00,PRCP,0.3,GHCND:USW00014764,",,W,2400"
2016-01-30T00:00:00,SNOW,0.0,GHCND:USW00014764,"T,,W,"
2016-01-30T00:00:00,SNWD,80.0,GHCND:USW00014764,",,W,2400"
2016-01-30T00:00:00,TAVG,1.0,GHCND:USW00014764,"H,,S,"
2016-01-30T00:00:00,TMAX,4.4,GHCND:USW00014764,",,W,2400"
2016-01-30T00:00:00,TMIN,-3.2,GHCND:USW00014764,",,W,2400"
2016-01-30T00:00:00,WDF2,180,GHCND:USW00014764,",,W,"
2016-01-30T00:00:00,WDF5,320,GHCND:USW00014764,",,W,"
2016-01-30T00:00:00,WSF2,5.8,GHCND:USW00014764,",,W,"
2016-01-30T00:00:00,WSF5,8.5,GHCND:USW00014764,",,W,"
2016-01-30T00:00:00,WT04,1,GHCND:USW00014764,",,W,"
2016-01-31T00:00:00,AWND,2.6,GHCND:USW00014764,",,W,"
2016-01-31T00:00:00,PRCP,0.0,GHCND:USW00014764,"T,,W,2400"
2016-01-31T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-01-31T00:00:00,SNWD,80.0,GHCND:USW00014764,",,W,2400"
2016-01-31T00:00:00,TAVG,4.2,GHCND:USW00014764,"H,,S,"
2016-01-31T00:00:00,TMAX,10.6,GHCND:USW00014764,",,W,2400"
2016-01-31T00:00:00,TMIN,1.1,GHCND:USW00014764,",,W,2400"
2016-01-31T00:00:00,WDF2,210,GHCND:USW00014764,",,W,"
2016-01-31T00:00:00,WDF5,210,GHCND:USW00014764,",,W,"
2016-01-31T00:00:00,WSF2,6.7,GHCND:USW00014764,",,W,"
2016-01-31T00:00:00,WSF5,9.4,GHCND:USW00014764,",,W,"
2016-02-01T00:00:00,AWND,3.9,GHCND:USW00014764,",,W,"
2016-02-01T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-02-01T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-02-01T00:00:00,SNWD,50.0,GHCND:USW00014764,",,W,2400"
2016-02-01T00:00:00,TAVG,7.2,GHCND:USW00014764,"H,,S,"
2016-02-01T00:00:00,TMAX,15.0,GHCND:USW00014764,",,W,2400"
2016-02-01T00:00:00,TMIN,-0.5,GHCND:USW00014764,",,W,2400"
2016-02-01T00:00:00,WDF2,240,GHCND:USW00014764,",,W,"
2016-02-01T00:00:00,WDF5,250,GHCND:USW00014764,",,W,"
2016-02-01T00:00:00,WSF2,11.6,GHCND:USW00014764,",,W,"
2016-02-01T00:00:00,WSF5,17.0,GHCND:USW00014764,",,W,"
2016-02-02T00:00:00,AWND,2.2,GHCND:USW00014764,",,W,"
2016-02-02T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2016-02-02T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-02-02T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2016-02-02T00:00:00,TAVG,2.9,GHCND:USW00014764,"H,,S,"
2016-02-02T00:00:00,TMAX,8.9,GHCND:USW00014764,",,W,2400"
2016-02-02T00:00:00,TMIN,-3.8,GHCND:USW00014764,",,W,2400"
2016-02-02T00:00:00,WDF2,60,GHCND:USW00014764,",,W,"
2016-02-02T00:00:00,WDF5,290,GHCND:USW00014764,",,W,"
2016-02-02T00:00:00,WSF2,5.8,GHCND:USW00014764,",,W,"
2016-02-02T00:00:00,WSF5,7.2,GHCND:USW00014764,",,W,"
2016-02-03T00:00:00,AWND,4.0,GHCND:USW00014764,",,W,"
2016-02-03T00:00:00,PRCP,20.1,GHCND:USW00014764,",,W,2400"
2016-02-03T00:00:00,SNOW,0.0,GHCND:USW00014764,"T,,W,"
2016-02-03T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2016-02-03T00:00:00,TAVG,2.7,GHCND:USW00014764,"H,,S,"
2016-02-03T00:00:00,TMAX,10.0,GHCND:USW00014764,",,W,2400"
2016-02-03T00:00:00,TMIN,-0.5,GHCND:USW00014764,",,W,2400"
2016-02-03T00:00:00,WDF2,200,GHCND:USW00014764,",,W,"
2016-02-03T00:00:00,WDF5,190,GHCND:USW00014764,",,W,"
2016-02-03T00:00:00,WSF2,9.8,GHCND:USW00014764,",,W,"
2016-02-03T00:00:00,WSF5,13.9,GHCND:USW00014764,",,W,"
2016-02-03T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2016-02-03T00:00:00,WT04,1,GHCND:USW00014764,",,W,"
2016-02-04T00:00:00,AWND,2.2,GHCND:USW00014764,",,W,"
2016-02-04T00:00:00,PRCP,0.0,GHCND:USW00014764,"T,,W,2400"
2016-02-04T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2016-02-04T00:00:00,SNWD,0.0,GHCND:USW00014764,",,W,2400"
2016-02-04T00:00:00,TAVG,7.5,GHCND:USW00014764,"H,,S,"
2016-02-04T00:00:00,TMAX,12.8,GHCND:USW00014764,",,W,2400"
2016-02-04T00:00:00,TMIN,3.3,GHCND:USW00014764,",,W,2400"
2016-02-04T00:00:00,WDF2,260,GHCND:USW00014764,",,W,"
2016-02-04T00:00:00,WDF5,270,GHCND:USW00014764,",,W,"
2016-02-04T00:00:00,WSF2,6.7,GHCND:USW00014764,",,W,"
2016-02-04T00:00:00,WSF5,8.9,GHCND:USW00014764,",,W,"
2016-02-04T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2016-02-05T00:00:00,AWND,5.0,GHCND:USW00014764,",,W,"
2016-02-05T00:00:00,PRCP,13.5,GHCND:USW00014764,",,W,2400"
2016-02-05T00:00:00,SNOW,224.0,GHCND:USW00014764,",,W,"
2016-02-05T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2016-02-05T00:00:00,TAVG,1.8,GHCND:USW00014764,"H,,S,"
2016-02-05T00:00:00,TMAX,5.6,GHCND:USW00014764,",,W,2400"
2016-02-05T00:00:00,TMIN,-6.6,GHCND:USW00014764,",,W,2400"
2016-02-05T00:00:00,WDF2,340,GHCND:USW00014764,",,W,"
2016-02-05T00:00:00,WDF5,340,GHCND:USW00014764,",,W,"
2016-02-05T00:00:00,WSF2,10.7,GHCND:USW00014764,",,W,"
2016-02-05T00:00:00,WSF5,13.4,GHCND:USW00014764,",,W,"
2016-02-05T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2016-02-05T00:00:00,WT02,1,GHCND:USW00014764,",,W,"
2016-02-06T00:00:00,AWND,3.1,GHCND:USW00014764,",,W,"
2016-02-06T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
