date, datatype, valuestation,attributes
2017-01-21T00:00:00,TAVG,3.3,GHCND:USW00014764,"H,,S,"
2017-01-21T00:00:00,TMAX,7.2,GHCND:USW00014764,",,W,2400"
2017-01-21T00:00:00,TMIN,2.2,GHCND:USW00014764,",,W,2400"
2017-01-21T00:00:00,WDF2,200,GHCND:USW00014764,",,W,"
2017-01-21T00:00:00,WDF5,230,GHCND:USW00014764,",,W,"
2017-01-21T00:00:00,WSF2,3.6,GHCND:USW00014764,",,W,"
2017-01-21T00:00:00,WSF5,4.5,GHCND:USW00014764,",,W,"
2017-01-22T00:00:00,AWND,3.8,GHCND:USW00014764,",,W,"
2017-01-22T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-01-22T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-01-22T00:00:00,SNWD,30.0,GHCND:USW00014764,",,W,2400"
2017-01-22T00:00:00,TAVG,2.7,GHCND:USW00014764,"H,,S,"
2017-01-22T00:00:00,TMAX,3.3,GHCND:USW00014764,",,W,2400"
2017-01-22T00:00:00,TMIN,0.6,GHCND:USW00014764,",,W,2400"
2017-01-22T00:00:00,WDF2,40,GHCND:USW00014764,",,W,"
2017-01-22T00:00:00,WDF5,50,GHCND:USW00014764,",,W,"
2017-01-22T00:00:00,WSF2,8.9,GHCND:USW00014764,",,W,"
2017-01-22T00:00:00,WSF5,12.5,GHCND:USW00014764,",,W,"
2017-01-23T00:00:00,AWND,7.0,GHCND:USW00014764,",,W,"
2017-01-23T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-01-23T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-01-23T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-01-23T00:00:00,TAVG,0.1,GHCND:USW00014764,"H,,S,"
2017-01-23T00:00:00,TMAX,0.6,GHCND:USW00014764,",,W,2400"
2017-01-23T00:00:00,TMIN,-1.0,GHCND:USW00014764,",,W,2400"
2017-01-23T00:00:00,WDF2,40,GHCND:USW00014764,",,W,"
2017-01-23T00:00:00,WDF5,40,GHCND:USW00014764,",,W,"
2017-01-23T00:00:00,WSF2,10.3,GHCND:USW00014764,",,W,"
2017-01-23T00:00:00,WSF5,13.4,GHCND:USW00014764,",,W,"
2017-01-24T00:00:00,AWND,7.1,GHCND:USW00014764,",,W,"
2017-01-24T00:00:00,PRCP,34.5,GHCND:USW00014764,",,W,2400"
2017-01-24T00:00:00,SNOW,20.0,GHCND:USW00014764,",,W,"
2017-01-24T00:00:00,SNWD,30.0,GHCND:USW00014764,",,W,2400"
2017-01-24T00:00:00,TAVG,-0.7,GHCND:USW00014764,"H,,S,"
2017-01-24T00:00:00,TMAX,1.1,GHCND:USW00014764,",,W,2400"
2017-01-24T00:00:00,TMIN,-1.6,GHCND:USW00014764,",,W,2400"
2017-01-24T00:00:00,WDF2,30,GHCND:USW00014764,",,W,"
2017-01-24T00:00:00,WDF5,40,GHCND:USW00014764,",,W,"
2017-01-24T00:00:00,WSF2,11.6,GHCND:USW00014764,",,W,"
2017-01-24T00:00:00,WSF5,15.7,GHCND:USW00014764,",,W,"
2017-01-24T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-01-24T00:00:00,WT04,1,GHCND:USW00014764,",,W,"
2017-01-24T00:00:00,WT06,1,GHCND:USW00014764,",,W,"
2017-01-25T00:00:00,AWND,3.6,GHCND:USW00014764,",,W,"
2017-01-25T00:00:00,PRCP,0.3,GHCND:USW00014764,",,W,2400"
2017-01-25T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-01-25T00:00:00,SNWD,30.0,GHCND:USW00014764,",,W,2400"
2017-01-25T00:00:00,TAVG,2.2,GHCND:USW00014764,"H,,S,"
2017-01-25T00:00:00,TMAX,5.6,GHCND:USW00014764,",,W,2400"
2017-01-25T00:00:00,TMIN,-2.1,GHCND:USW00014764,",,W,2400"
2017-01-25T00:00:00,WDF2,340,GHCND:USW00014764,",,W,"
2017-01-25T00:00:00,WDF5,330,GHCND:USW00014764,",,W,"
2017-01-25T00:00:00,WSF2,7.6,GHCND:USW00014764,",,W,"
2017-01-25T00:00:00,WSF5,10.7,GHCND:USW00014764,",,W,"
2017-01-25T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-01-26T00:00:00,AWND,3.4,GHCND:USW00014764,",,W,"
2017-01-26T00:00:00,PRCP,0.0,GHCND:USW00014764,"T,,W,2400"
2017-01-26T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-01-26T00:00:00,SNWD,30.0,GHCND:USW00014764,",,W,2400"
2017-01-26T00:00:00,TAVG,2.6,GHCND:USW00014764,"H,,S,"
2017-01-26T00:00:00,TMAX,8.3,GHCND:USW00014764,",,W,2400"
2017-01-26T00:00:00,TMIN,-2.1,GHCND:USW00014764,",,W,2400"
2017-01-26T00:00:00,WDF2,270,GHCND:USW00014764,",,W,"
2017-01-26T00:00:00,WDF5,270,GHCND:USW00014764,",,W,"
2017-01-26T00:00:00,WSF2,8.9,GHCND:USW00014764,",,W,"
2017-01-26T00:00:00,WSF5,12.1,GHCND:USW00014764,",,W,"
2017-01-27T00:00:00,AWND,6.2,GHCND:USW00014764,",,W,"
2017-01-27T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-01-27T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-01-27T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-01-27T00:00:00,TAVG,3.4,GHCND:USW00014764,"H,,S,"
2017-01-27T00:00:00,TMAX,6.1,GHCND:USW00014764,",,W,2400"
2017-01-27T00:00:00,TMIN,1.1,GHCND:USW00014764,",,W,2400"
2017-01-27T00:00:00,WDF2,280,GHCND:USW00014764,",,W,"
2017-01-27T00:00:00,WDF5,290,GHCND:USW00014764,",,W,"
2017-01-27T00:00:00,WSF2,11.6,GHCND:USW00014764,",,W,"
2017-01-27T00:00:00,WSF5,16.1,GHCND:USW00014764,",,W,"
2017-01-28T00:00:00,AWND,5.0,GHCND:USW00014764,",,W,"
2017-01-28T00:00:00,PRCP,0.0,GHCND:USW00014764,"T,,W,2400"
2017-01-28T00:00:00,SNOW,0.0,GHCND:USW00014764,"T,,W,"
2017-01-28T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-01-28T00:00:00,TAVG,1.7,GHCND:USW00014764,"H,,S,"
2017-01-28T00:00:00,TMAX,4.4,GHCND:USW00014764,",,W,2400"
2017-01-28T00:00:00,TMIN,-1.0,GHCND:USW00014764,",,W,2400"
2017-01-28T00:00:00,WDF2,290,GHCND:USW00014764,",,W,"
2017-01-28T00:00:00,WDF5,280,GHCND:USW00014764,",,W,"
2017-01-28T00:00:00,WSF2,12.5,GHCND:USW00014764,",,W,"
2017-01-28T00:00:00,WSF5,14.8,GHCND:USW00014764,",,W,"
2017-01-29T00:00:00,AWND,3.5,GHCND:USW00014764,",,W,"
2017-01-29T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-01-29T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-01-29T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-01-29T00:00:00,TAVG,0.4,GHCND:USW00014764,"H,,S,"
2017-01-29T00:00:00,TMAX,5.6,GHCND:USW00014764,",,W,2400"
2017-01-29T00:00:00,TMIN,-3.2,GHCND:USW00014764,",,W,2400"
2017-01-29T00:00:00,WDF2,280,GHCND:USW00014764,",,W,"
2017-01-29T00:00:00,WDF5,280,GHCND:USW00014764,",,W,"
2017-01-29T00:00:00,WSF2,9.8,GHCND:USW00014764,",,W,"
2017-01-29T00:00:00,WSF5,12.5,GHCND:USW00014764,",,W,"
2017-01-30T00:00:00,AWND,3.0,GHCND:USW00014764,",,W,"
2017-01-30T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-01-30T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-01-30T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-01-30T00:00:00,TAVG,-1.9,GHCND:USW00014764,"H,,S,"
2017-01-30T00:00:00,TMAX,1.7,GHCND:USW00014764,",,W,2400"
2017-01-30T00:00:00,TMIN,-7.1,GHCND:USW00014764,",,W,2400"
2017-01-30T00:00:00,WDF2,310,GHCND:USW00014764,",,W,"
2017-01-30T00:00:00,WDF5,320,GHCND:USW00014764,",,W,"
2017-01-30T00:00:00,WSF2,6.3,GHCND:USW00014764,",,W,"
2017-01-30T00:00:00,WSF5,8.1,GHCND:USW00014764,",,W,"
2017-01-31T00:00:00,AWND,1.7,GHCND:USW00014764,",,W,"
2017-01-31T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-01-31T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-01-31T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-01-31T00:00:00,TAVG,-6.4,GHCND:USW00014764,"H,,S,"
2017-01-31T00:00:00,TMAX,-3.8,GHCND:USW00014764,",,W,2400"
2017-01-31T00:00:00,TMIN,-11.0,GHCND:USW00014764,",,W,2400"
2017-01-31T00:00:00,WDF2,350,GHCND:USW00014764,",,W,"
2017-01-31T00:00:00,WDF5,340,GHCND:USW00014764,",,W,"
2017-01-31T00:00:00,WSF2,5.8,GHCND:USW00014764,",,W,"
2017-01-31T00:00:00,WSF5,6.7,GHCND:USW00014764,",,W,"
2017-02-01T00:00:00,AWND,2.2,GHCND:USW00014764,",,W,"
2017-02-01T00:00:00,PRCP,0.8,GHCND:USW00014764,",,W,2400"
2017-02-01T00:00:00,SNOW,10.0,GHCND:USW00014764,",,W,"
2017-02-01T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-02-01T00:00:00,TAVG,-4.3,GHCND:USW00014764,"H,,S,"
2017-02-01T00:00:00,TMAX,1.1,GHCND:USW00014764,",,W,2400"
2017-02-01T00:00:00,TMIN,-6.6,GHCND:USW00014764,",,W,2400"
2017-02-01T00:00:00,WDF2,280,GHCND:USW00014764,",,W,"
2017-02-01T00:00:00,WDF5,270,GHCND:USW00014764,",,W,"
2017-02-01T00:00:00,WSF2,5.8,GHCND:USW00014764,",,W,"
2017-02-01T00:00:00,WSF5,7.2,GHCND:USW00014764,",,W,"
2017-02-01T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-02-01T00:00:00,WT08,1,GHCND:USW00014764,",,W,"
2017-02-02T00:00:00,AWND,3.5,GHCND:USW00014764,",,W,"
2017-02-02T00:00:00,PRCP,0.0,GHCND:USW00014764,"T,,W,2400"
2017-02-02T00:00:00,SNOW,0.0,GHCND:USW00014764,"T,,W,"
2017-02-02T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-02-02T00:00:00,TAVG,-1.6,GHCND:USW00014764,"H,,S,"
2017-02-02T00:00:00,TMAX,3.3,GHCND:USW00014764,",,W,2400"
2017-02-02T00:00:00,TMIN,-6.0,GHCND:USW00014764,",,W,2400"
2017-02-02T00:00:00,WDF2,280,GHCND:USW00014764,",,W,"
2017-02-02T00:00:00,WDF5,280,GHCND:USW00014764,",,W,"
2017-02-02T00:00:00,WSF2,11.2,GHCND:USW00014764,",,W,"
2017-02-02T00:00:00,WSF5,15.2,GHCND:USW00014764,",,W,"
2017-02-03T00:00:00,AWND,3.5,GHCND:USW00014764,",,W,"
2017-02-03T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-02-03T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-02-03T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-02-03T00:00:00,TAVG,-4.1,GHCND:USW00014764,"H,,S,"
2017-02-03T00:00:00,TMAX,0.6,GHCND:USW00014764,",,W,2400"
2017-02-03T00:00:00,TMIN,-9.3,GHCND:USW00014764,",,W,2400"
2017-02-03T00:00:00,WDF2,260,GHCND:USW00014764,",,W,"
2017-02-03T00:00:00,WDF5,230,GHCND:USW00014764,",,W,"
2017-02-03T00:00:00,WSF2,8.1,GHCND:USW00014764,",,W,"
2017-02-03T00:00:00,WSF5,11.6,GHCND:USW00014764,",,W,"
2017-02-04T00:00:00,AWND,4.2,GHCND:USW00014764,",,W,"
2017-02-04T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-02-04T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-02-04T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-02-04T00:00:00,TAVG,-5.4,GHCND:USW00014764,"H,,S,"
2017-02-04T00:00:00,TMAX,-1.0,GHCND:USW00014764,",,W,2400"
2017-02-04T00:00:00,TMIN,-9.9,GHCND:USW00014764,",,W,2400"
2017-02-04T00:00:00,WDF2,280,GHCND:USW00014764,",,W,"
2017-02-04T00:00:00,WDF5,270,GHCND:USW00014764,",,W,"
2017-02-04T00:00:00,WSF2,9.8,GHCND:USW00014764,",,W,"
2017-02-04T00:00:00,WSF5,13.9,GHCND:USW00014764,",,W,"
2017-02-05T00:00:00,AWND,3.5,GHCND:USW00014764,",,W,"
2017-02-05T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-02-05T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-02-05T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-02-05T00:00:00,TAVG,-2.1,GHCND:USW00014764,"H,,S,"
2017-02-05T00:00:00,TMAX,3.9,GHCND:USW00014764,",,W,2400"
2017-02-05T00:00:00,TMIN,-5.5,GHCND:USW00014764,",,W,2400"
2017-02-05T00:00:00,WDF2,220,GHCND:USW00014764,",,W,"
2017-02-05T00:00:00,WDF5,230,GHCND:USW00014764,",,W,"
2017-02-05T00:00:00,WSF2,8.1,GHCND:USW00014764,",,W,"
2017-02-05T00:00:00,WSF5,10.7,GHCND:USW00014764,",,W,"
2017-02-06T00:00:00,AWND,5.1,GHCND:USW00014764,",,W,"
2017-02-06T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-02-06T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-02-06T00:00:00,SNWD,0.0,GHCND:USW00014764,"T,,W,2400"
2017-02-06T00:00:00,TAVG,-1.1,GHCND:USW00014764,"H,,S,"
2017-02-06T00:00:00,TMAX,0.6,GHCND:USW00014764,",,W,2400"
2017-02-06T00:00:00,TMIN,-4.9,GHCND:USW00014764,",,W,2400"
2017-02-06T00:00:00,WDF2,290,GHCND:USW00014764,",,W,"
2017-02-06T00:00:00,WDF5,300,GHCND:USW00014764,",,W,"
2017-02-06T00:00:00,WSF2,11.2,GHCND:USW00014764,",,W,"
2017-02-06T00:00:00,WSF5,16.5,GHCND:USW00014764,",,W,"
2017-02-07T00:00:00,AWND,4.8,GHCND:USW00014764,",,W,"
2017-02-07T00:00:00,PRCP,14.5,GHCND:USW00014764,",,W,2400"
2017-02-07T00:00:00,SNOW,104.0,GHCND:USW00014764,",,W,"
2017-02-07T00:00:00,SNWD,30.0,GHCND:USW00014764,",,W,2400"
2017-02-07T00:00:00,TAVG,-6.4,GHCND:USW00014764,"H,,S,"
2017-02-07T00:00:00,TMAX,-3.8,GHCND:USW00014764,",,W,2400"
2017-02-07T00:00:00,TMIN,-8.8,GHCND:USW00014764,",,W,2400"
2017-02-07T00:00:00,WDF2,30,GHCND:USW00014764,",,W,"
2017-02-07T00:00:00,WDF5,40,GHCND:USW00014764,",,W,"
2017-02-07T00:00:00,WSF2,7.6,GHCND:USW00014764,",,W,"
2017-02-07T00:00:00,WSF5,9.8,GHCND:USW00014764,",,W,"
2017-02-07T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-02-07T00:00:00,WT08,1,GHCND:USW00014764,",,W,"
2017-02-08T00:00:00,AWND,3.4,GHCND:USW00014764,",,W,"
2017-02-08T00:00:00,PRCP,3.3,GHCND:USW00014764,",,W,2400"
2017-02-08T00:00:00,SNOW,5.0,GHCND:USW00014764,",,W,"
2017-02-08T00:00:00,SNWD,100.0,GHCND:USW00014764,",,W,2400"
2017-02-08T00:00:00,TAVG,-3.0,GHCND:USW00014764,"H,,S,"
2017-02-08T00:00:00,TMAX,10.0,GHCND:USW00014764,",,W,2400"
2017-02-08T00:00:00,TMIN,-9.3,GHCND:USW00014764,",,W,2400"
2017-02-08T00:00:00,WDF2,300,GHCND:USW00014764,",,W,"
2017-02-08T00:00:00,WDF5,290,GHCND:USW00014764,",,W,"
2017-02-08T00:00:00,WSF2,13.0,GHCND:USW00014764,",,W,"
2017-02-08T00:00:00,WSF5,16.1,GHCND:USW00014764,",,W,"
2017-02-08T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-02-08T00:00:00,WT04,1,GHCND:USW00014764,",,W,"
2017-02-08T00:00:00,WT06,1,GHCND:USW00014764,",,W,"
2017-02-09T00:00:00,AWND,7.0,GHCND:USW00014764,",,W,"
2017-02-09T00:00:00,PRCP,10.9,GHCND:USW00014764,",,W,2400"
2017-02-09T00:00:00,SNOW,191.0,GHCND:USW00014764,",,W,"
2017-02-09T00:00:00,SNWD,50.0,GHCND:USW00014764,",,W,2400"
2017-02-09T00:00:00,TAVG,-3.6,GHCND:USW00014764,"H,,S,"
2017-02-09T00:00:00,TMAX,0.0,GHCND:USW00014764,",,W,2400"
2017-02-09T00:00:00,TMIN,-12.1,GHCND:USW00014764,",,W,2400"
2017-02-09T00:00:00,WDF2,320,GHCND:USW00014764,",,W,"
2017-02-09T00:00:00,WDF5,340,GHCND:USW00014764,",,W,"
2017-02-09T00:00:00,WSF2,13.9,GHCND:USW00014764,",,W,"
2017-02-09T00:00:00,WSF5,17.4,GHCND:USW00014764,",,W,"
2017-02-09T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-02-09T00:00:00,WT02,1,GHCND:USW00014764,",,W,"
2017-02-09T00:00:00,WT08,1,GHCND:USW00014764,",,W,"
2017-02-09T00:00:00,WT09,1,GHCND:USW00014764,",,W,"
2017-02-10T00:00:00,AWND,3.9,GHCND:USW00014764,",,W,"
2017-02-10T00:00:00,PRCP,0.0,GHCND:USW00014764,"T,,W,2400"
2017-02-10T00:00:00,SNOW,0.0,GHCND:USW00014764,"T,,W,"
2017-02-10T00:00:00,SNWD,180.0,GHCND:USW00014764,",,W,2400"
2017-02-10T00:00:00,TAVG,-12.1,GHCND:USW00014764,"H,,S,"
2017-02-10T00:00:00,TMAX,-9.9,GHCND:USW00014764,",,W,2400"
2017-02-10T00:00:00,TMIN,-16.0,GHCND:USW00014764,",,W,2400"
2017-02-10T00:00:00,WDF2,320,GHCND:USW00014764,",,W,"
2017-02-10T00:00:00,WDF5,310,GHCND:USW00014764,",,W,"
2017-02-10T00:00:00,WSF2,13.0,GHCND:USW00014764,",,W,"
2017-02-10T00:00:00,WSF5,17.0,GHCND:USW00014764,",,W,"
2017-02-10T00:00:00,WT08,1,GHCND:USW00014764,",,W,"
2017-02-10T00:00:00,WT09,1,GHCND:USW00014764,",,W,"
2017-02-11T00:00:00,AWND,5.0,GHCND:USW00014764,",,W,"
2017-02-11T00:00:00,PRCP,5.3,GHCND:USW00014764,",,W,2400"
2017-02-11T00:00:00,SNOW,152.0,GHCND:USW00014764,",,W,"
2017-02-11T00:00:00,SNWD,230.0,GHCND:USW00014764,",,W,2400"
2017-02-11T00:00:00,TAVG,-12.3,GHCND:USW00014764,"H,,S,"
2017-02-11T00:00:00,TMAX,-9.3,GHCND:USW00014764,",,W,2400"
2017-02-11T00:00:00,TMIN,-13.8,GHCND:USW00014764,",,W,2400"
2017-02-11T00:00:00,WDF2,360,GHCND:USW00014764,",,W,"
2017-02-11T00:00:00,WDF5,360,GHCND:USW00014764,",,W,"
2017-02-11T00:00:00,WSF2,8.1,GHCND:USW00014764,",,W,"
2017-02-11T00:00:00,WSF5,10.7,GHCND:USW00014764,",,W,"
2017-02-11T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-02-12T00:00:00,AWND,4.7,GHCND:USW00014764,",,W,"
2017-02-12T00:00:00,PRCP,28.7,GHCND:USW00014764,",,W,2400"
2017-02-12T00:00:00,SNOW,239.0,GHCND:USW00014764,",,W,"
2017-02-12T00:00:00,SNWD,230.0,GHCND:USW00014764,",,W,2400"
2017-02-12T00:00:00,TAVG,-8.3,GHCND:USW00014764,"H,,S,"
2017-02-12T00:00:00,TMAX,-4.9,GHCND:USW00014764,",,W,2400"
2017-02-12T00:00:00,TMIN,-9.3,GHCND:USW00014764,",,W,2400"
2017-02-12T00:00:00,WDF2,50,GHCND:USW00014764,",,W,"
2017-02-12T00:00:00,WDF5,50,GHCND:USW00014764,",,W,"
2017-02-12T00:00:00,WSF2,7.6,GHCND:USW00014764,",,W,"
2017-02-12T00:00:00,WSF5,12.1,GHCND:USW00014764,",,W,"
2017-02-12T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-02-12T00:00:00,WT02,1,GHCND:USW00014764,",,W,"
2017-02-12T00:00:00,WT08,1,GHCND:USW00014764,",,W,"
2017-02-13T00:00:00,AWND,8.7,GHCND:USW00014764,",,W,"
2017-02-13T00:00:00,PRCP,11.2,GHCND:USW00014764,",,W,2400"
2017-02-13T00:00:00,SNOW,170.0,GHCND:USW00014764,",,W,"
2017-02-13T00:00:00,SNWD,510.0,GHCND:USW00014764,",,W,2400"
2017-02-13T00:00:00,TAVG,-4.9,GHCND:USW00014764,"H,,S,"
2017-02-13T00:00:00,TMAX,-2.7,GHCND:USW00014764,",,W,2400"
2017-02-13T00:00:00,TMIN,-6.6,GHCND:USW00014764,",,W,2400"
2017-02-13T00:00:00,WDF2,320,GHCND:USW00014764,",,W,"
2017-02-13T00:00:00,WDF5,340,GHCND:USW00014764,",,W,"
2017-02-13T00:00:00,WSF2,13.4,GHCND:USW00014764,",,W,"
2017-02-13T00:00:00,WSF5,18.8,GHCND:USW00014764,",,W,"
2017-02-13T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-02-13T00:00:00,WT09,1,GHCND:USW00014764,",,W,"
2017-02-14T00:00:00,AWND,1.6,GHCND:USW00014764,",,W,"
2017-02-14T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-02-14T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-02-14T00:00:00,SNWD,460.0,GHCND:USW00014764,",,W,2400"
2017-02-14T00:00:00,TAVG,-5.1,GHCND:USW00014764,"H,,S,"
2017-02-14T00:00:00,TMAX,-1.0,GHCND:USW00014764,",,W,2400"
2017-02-14T00:00:00,TMIN,-12.1,GHCND:USW00014764,",,W,2400"
2017-02-14T00:00:00,WDF2,320,GHCND:USW00014764,",,W,"
2017-02-14T00:00:00,WDF5,320,GHCND:USW00014764,",,W,"
2017-02-14T00:00:00,WSF2,6.3,GHCND:USW00014764,",,W,"
2017-02-14T00:00:00,WSF5,8.1,GHCND:USW00014764,",,W,"
2017-02-14T00:00:00,WT08,1,GHCND:USW00014764,",,W,"
2017-02-15T00:00:00,AWND,3.4,GHCND:USW00014764,",,W,"
2017-02-15T00:00:00,PRCP,23.4,GHCND:USW00014764,",,W,2400"
2017-02-15T00:00:00,SNOW,43.0,GHCND:USW00014764,",,W,"
2017-02-15T00:00:00,SNWD,410.0,GHCND:USW00014764,",,W,2400"
2017-02-15T00:00:00,TAVG,-3.9,GHCND:USW00014764,"H,,S,"
2017-02-15T00:00:00,TMAX,3.9,GHCND:USW00014764,",,W,2400"
2017-02-15T00:00:00,TMIN,-8.8,GHCND:USW00014764,",,W,2400"
2017-02-15T00:00:00,WDF2,80,GHCND:USW00014764,",,W,"
2017-02-15T00:00:00,WDF5,90,GHCND:USW00014764,",,W,"
2017-02-15T00:00:00,WSF2,10.7,GHCND:USW00014764,",,W,"
2017-02-15T00:00:00,WSF5,14.8,GHCND:USW00014764,",,W,"
2017-02-15T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-02-16T00:00:00,AWND,4.3,GHCND:USW00014764,",,W,"
2017-02-16T00:00:00,PRCP,6.9,GHCND:USW00014764,",,W,2400"
2017-02-16T00:00:00,SNOW,94.0,GHCND:USW00014764,",,W,"
2017-02-16T00:00:00,SNWD,430.0,GHCND:USW00014764,",,W,2400"
2017-02-16T00:00:00,TAVG,-1.3,GHCND:USW00014764,"H,,S,"
2017-02-16T00:00:00,TMAX,1.7,GHCND:USW00014764,",,W,2400"
2017-02-16T00:00:00,TMIN,-5.5,GHCND:USW00014764,",,W,2400"
2017-02-16T00:00:00,WDF2,20,GHCND:USW00014764,",,W,"
2017-02-16T00:00:00,WDF5,20,GHCND:USW00014764,",,W,"
2017-02-16T00:00:00,WSF2,8.9,GHCND:USW00014764,",,W,"
2017-02-16T00:00:00,WSF5,14.3,GHCND:USW00014764,",,W,"
2017-02-16T00:00:00,WT01,1,GHCND:USW00014764,",,W,"
2017-02-16T00:00:00,WT08,1,GHCND:USW00014764,",,W,"
2017-02-17T00:00:00,AWND,3.4,GHCND:USW00014764,",,W,"
2017-02-17T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-02-17T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-02-17T00:00:00,SNWD,380.0,GHCND:USW00014764,",,W,2400"
2017-02-17T00:00:00,TAVG,-3.3,GHCND:USW00014764,"H,,S,"
2017-02-17T00:00:00,TMAX,3.3,GHCND:USW00014764,",,W,2400"
2017-02-17T00:00:00,TMIN,-11.0,GHCND:USW00014764,",,W,2400"
2017-02-17T00:00:00,WDF2,310,GHCND:USW00014764,",,W,"
2017-02-17T00:00:00,WDF5,330,GHCND:USW00014764,",,W,"
2017-02-17T00:00:00,WSF2,7.6,GHCND:USW00014764,",,W,"
2017-02-17T00:00:00,WSF5,10.3,GHCND:USW00014764,",,W,"
2017-02-18T00:00:00,AWND,2.5,GHCND:USW00014764,",,W,"
2017-02-18T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-02-18T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-02-18T00:00:00,SNWD,380.0,GHCND:USW00014764,",,W,2400"
2017-02-18T00:00:00,TAVG,-2.0,GHCND:USW00014764,"H,,S,"
2017-02-18T00:00:00,TMAX,5.0,GHCND:USW00014764,",,W,2400"
2017-02-18T00:00:00,TMIN,-9.3,GHCND:USW00014764,",,W,2400"
2017-02-18T00:00:00,WDF2,180,GHCND:USW00014764,",,W,"
2017-02-18T00:00:00,WDF5,180,GHCND:USW00014764,",,W,"
2017-02-18T00:00:00,WSF2,6.3,GHCND:USW00014764,",,W,"
2017-02-18T00:00:00,WSF5,10.7,GHCND:USW00014764,",,W,"
2017-02-19T00:00:00,AWND,2.8,GHCND:USW00014764,",,W,"
2017-02-19T00:00:00,PRCP,0.0,GHCND:USW00014764,",,W,2400"
2017-02-19T00:00:00,SNOW,0.0,GHCND:USW00014764,",,W,"
2017-02-19T00:00:00,SNWD,330.0,GHCND:USW00014764,",,W,2400"
2017-02-19T00:00:00,TAVG,5.9,GHCND:USW00014764,"H,,S,"
2017-02-19T00:00:00,TMAX,12.8,GHCND:USW00014764,",,W,2400"
2017-02-19T00:00:00,TMIN,-2.1,GHCND:USW00014764,",,W,2400"
2017-02-19T00:00:00,WDF2,320,GHCND:USW00014764,",,W,"
2017-02-19T00:00:00,WDF5,320,GHCND:USW00014764,",,W,"
2017-02-19T00:00:00,WSF2,8.1,GHCND:USW00014764,",,W,"
2017-02-19T00:00:00,WSF5,11.2,GHCND:USW00014764,",,W,"
2017-02-20T00:00:00,AWND,5.4,GHCND:USW00014764,",,W,"
