date,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT04,WT02,WT06,WT08,WT09,WT03,WT05,PGTM
2015-01-01,3.6,0.0,0.0,0.0,-5.0,0.0,-7.7,230,220,8.9,12.1,,,,,,,,,
2015-01-02,5.1,0.0,0.0,0.0,-0.7,3.3,-5.5,290,280,13.0,17.0,,,,,,,,,
2015-01-03,3.0,10.4,79.0,0.0,-6.2,1.1,-9.9,130,130,7.6,10.3,1,1,,,,,,,
2015-01-04,3.0,11.9,33.0,100.0,-2.4,1.7,-4.9,340,350,6.7,8.5,1,1,1,1,,,,,
2015-01-05,9.3,0.0,0.0,100.0,0.5,5.0,-12.7,290,280,17.4,22.8,1,,,,,,,,
2015-01-06,1.7,0.0,0.0,100.0,-11.2,-8.2,-16.0,300,300,6.7,8.5,,,,,,,,,
2015-01-07,4.3,0.0,0.0,100.0,-10.6,-3.8,-17.1,310,300,11.6,14.3,,,,,1,,,,
2015-01-08,3.0,0.0,0.0,80.0,-16.4,-8.2,-22.7,240,240,7.2,11.2,,,,,,,,,
2015-01-09,4.8,1.3,10.0,80.0,-6.0,-1.6,-8.2,200,210,10.3,14.8,1,,,,1,,,,
2015-01-10,3.7,0.0,0.0,80.0,-7.1,-4.3,-12.1,290,290,9.8,12.5,,,,,,,,,
2015-01-11,2.7,0.0,0.0,80.0,-8.8,-3.2,-13.8,220,220,5.4,6.7,,,,,,,,,
2015-01-12,1.2,5.3,71.0,100.0,-2.6,0.6,-4.3,330,350,4.5,6.7,1,,,,1,,,,
2015-01-13,4.2,0.0,0.0,150.0,-6.0,-0.5,-18.2,330,330,11.2,15.2,,,,,,,,,
2015-01-14,2.1,0.0,0.0,150.0,-13.0,-4.3,-21.0,350,360,3.6,4.0,1,,,,1,,,,
2015-01-15,3.1,0.8,10.0,150.0,-3.7,-1.6,-6.6,360,350,5.4,6.7,1,,,,1,,,,
2015-01-16,5.5,0.0,0.0,150.0,-3.6,3.3,-14.3,290,300,15.7,19.2,1,,,,,,,,
2015-01-17,2.1,0.0,0.0,150.0,-12.3,-6.6,-18.8,300,300,6.7,8.1,,,,,,,,,
2015-01-18,3.2,6.4,0.0,130.0,-3.7,9.4,-8.8,140,140,12.5,17.9,1,,,,1,,,,
2015-01-19,5.2,2.8,0.0,80.0,6.5,9.4,1.7,140,150,11.2,16.1,1,,,,,,,,
2015-01-20,5.0,0.0,0.0,50.0,0.4,2.2,-6.0,260,280,9.4,12.5,,,,,,,,,
2015-01-21,1.1,0.0,0.0,50.0,-5.1,-0.5,-11.0,350,340,4.0,4.9,,,,,,,,,
2015-01-22,1.7,0.0,0.0,50.0,-2.8,3.3,-6.0,360,360,4.5,5.8,,,,,,,,,
2015-01-23,3.0,0.0,0.0,30.0,-3.4,1.7,-8.2,250,300,5.8,8.1,,,,,1,,,,
2015-01-24,3.4,6.9,84.0,30.0,-1.7,0.0,-3.8,330,340,8.1,10.7,1,,,,1,,,,
2015-01-25,5.5,0.0,0.0,130.0,-0.5,2.8,-11.6,290,330,10.3,13.0,,,,,,,,,
2015-01-26,3.7,0.0,0.0,100.0,-10.3,-6.6,-16.0,10,10,9.4,12.1,,,,,,,,,
2015-01-27,11.2,60.2,564.0,200.0,-9.8,-8.2,-11.6,350,340,15.7,21.5,1,,1,,1,1,,,
2015-01-28,5.4,1.8,41.0,430.0,-7.2,-3.2,-13.8,10,340,13.9,17.9,,,,,1,1,,,
2015-01-29,1.0,0.0,0.0,380.0,-9.5,-1.0,-19.3,280,280,4.5,4.9,,,,,,,,,
2015-01-30,3.2,9.7,109.0,380.0,-2.9,0.0,-6.0,320,320,11.2,16.5,1,,,,1,,,,
2015-01-31,8.5,1.3,33.0,460.0,-6.8,-5.5,-13.8,330,320,14.3,19.2,,,,,1,1,,,
2015-02-01,2.7,0.0,0.0,410.0,-10.8,-3.2,-18.2,330,350,6.3,8.1,,,,,,,,,
2015-02-02,6.5,22.6,231.0,410.0,-14.3,-11.0,-16.0,350,360,11.6,15.7,,,,,,1,,,
2015-02-03,3.0,0.0,0.0,510.0,-11.4,-6.6,-17.7,310,310,8.9,13.0,,,,,,,,,
2015-02-04,1.8,1.5,20.0,480.0,-9.6,1.7,-18.8,210,230,8.1,12.1,1,,,,1,,,,
2015-02-05,5.7,5.3,64.0,510.0,-2.2,1.1,-15.5,340,330,11.6,15.7,1,,1,,1,1,,,
2015-02-06,1.6,0.0,0.0,510.0,-13.9,-7.1,-22.7,310,320,6.3,8.5,,,,,,,,,
2015-02-07,2.8,0.0,0.0,480.0,-7.6,-2.1,-13.2,20,280,5.8,7.6,,,,,1,,,,
2015-02-08,5.5,6.6,74.0,480.0,-9.2,-5.5,-12.7,50,10,8.9,11.2,1,,,,1,,,,
2015-02-09,6.0,10.2,122.0,580.0,-11.7,-9.3,-12.1,10,360,8.1,11.6,,,,,,1,,,
2015-02-10,3.8,3.3,43.0,560.0,-8.3,-1.0,-11.6,360,350,7.2,8.9,,,,,1,1,,,
2015-02-11,3.4,0.0,0.0,530.0,-8.4,-4.9,-13.8,30,20,8.1,11.2,,,,,,,,,
2015-02-12,1.6,1.0,33.0,510.0,-10.7,-6.6,-16.0,340,30,3.6,4.5,1,,,,1,,,,
2015-02-13,3.9,0.0,0.0,530.0,-10.1,-8.2,-19.9,330,330,8.1,11.2,,,,,,,,,
2015-02-14,2.6,5.8,48.0,530.0,-14.9,-8.8,-22.1,20,20,7.6,9.8,1,,,,,,,,
2015-02-15,9.1,0.5,10.0,560.0,-9.4,-7.1,-18.2,340,310,15.7,20.6,1,,,,1,1,,,
2015-02-16,6.6,0.0,0.0,530.0,-14.0,-6.0,-19.3,310,310,15.7,19.7,,,,,1,1,,,
2015-02-17,1.3,0.0,0.0,510.0,-12.4,-6.0,-17.7,70,60,4.5,5.4,,,,,,,,,
2015-02-18,2.0,0.5,10.0,510.0,-6.8,0.0,-14.3,100,110,6.7,8.5,1,,,,1,,,,
2015-02-19,4.0,7.6,147.0,640.0,-2.5,0.6,-9.9,290,280,9.8,12.5,1,,1,,1,,,,
2015-02-20,5.7,0.0,0.0,610.0,-10.3,-7.1,-13.8,300,270,9.4,13.0,,,,,1,,,,
2015-02-21,3.4,3.8,36.0,580.0,-9.9,1.1,-18.2,190,190,8.1,12.5,1,,,,,,,,
2015-02-22,0.9,0.3,3.0,580.0,-0.5,1.7,-6.0,220,220,5.8,7.6,1,,,,,,,,
2015-02-23,6.5,0.0,0.0,560.0,-5.7,-0.5,-19.9,310,320,11.6,15.7,,,,,,,,,
2015-02-24,2.2,0.0,0.0,560.0,-16.6,-7.1,-23.8,220,230,6.3,8.5,,,,,1,,,,
2015-02-25,3.7,2.3,38.0,580.0,-5.9,1.1,-9.9,270,270,9.8,12.5,1,,,,1,,,,
2015-02-26,3.0,0.0,0.0,560.0,-7.5,-6.0,-10.5,10,300,5.8,7.2,,,,,,,,,
2015-02-27,2.1,0.0,0.0,560.0,-8.1,-2.7,-15.5,290,,5.4,,,,,,,,,,
2015-02-28,2.0,0.0,0.0,530.0,-10.6,-2.7,-21.6,180,170,6.3,8.1,,,,,,,,,
2015-03-01,2.6,1.3,10.0,530.0,-8.6,-1.0,-18.8,180,220,6.3,8.5,1,,,,,,,,
2015-03-02,5.7,0.0,0.0,560.0,-2.4,2.2,-7.1,290,290,14.3,21.0,1,,,,,,,,
2015-03-03,3.5,6.1,30.0,530.0,-5.1,0.0,-13.2,200,190,8.9,12.1,1,,,,,,,,
2015-03-04,4.4,0.8,5.0,560.0,2.0,7.8,-0.5,280,260,9.4,11.6,1,,,,,,,,
2015-03-05,5.7,0.0,0.0,530.0,0.2,3.9,-11.0,300,290,10.7,16.1,,,,,,,,,
2015-03-06,3.2,0.0,0.0,510.0,-9.3,-4.9,-16.6,180,190,6.7,8.9,,,,,,,,,
2015-03-07,3.1,0.0,0.0,510.0,-3.9,3.3,-9.9,240,250,6.7,9.4,,,,,,,,,
2015-03-08,2.6,0.0,0.0,510.0,-1.5,4.4,-11.0,270,280,8.9,10.7,,,,,,,,,
2015-03-09,4.7,0.0,0.0,510.0,1.4,6.7,-2.7,290,310,13.0,16.5,,,,,,,,,
2015-03-10,3.4,0.0,0.0,480.0,3.1,8.3,-3.8,170,170,8.9,10.7,,,,,,,,,
2015-03-11,4.7,0.0,0.0,430.0,7.6,13.3,2.8,310,330,13.9,17.0,1,,,,,,,,
2015-03-12,7.6,0.0,0.0,360.0,1.7,5.0,-6.6,330,340,14.8,21.0,,,,,,,,,
2015-03-13,2.1,0.0,0.0,360.0,-3.0,3.9,-9.3,200,250,6.7,9.4,,,,,,,,,
2015-03-14,2.8,21.1,0.0,360.0,1.4,3.3,-1.0,30,20,7.2,9.8,1,1,,,,,,,
2015-03-15,6.9,1.3,8.0,360.0,0.9,2.2,-2.7,360,350,13.4,17.0,1,,,,,,,,
2015-03-16,4.1,0.0,0.0,360.0,0.2,7.2,-4.9,340,330,10.3,15.2,,,,,,,,,
2015-03-17,5.0,1.0,5.0,360.0,1.4,6.7,-3.8,320,300,17.4,23.7,1,,,,1,,,,
2015-03-18,8.4,0.0,0.0,330.0,-4.4,-2.1,-7.7,320,310,13.9,18.8,,,,,,,,,
2015-03-19,6.9,0.0,0.0,330.0,-5.3,0.0,-8.8,320,310,13.9,18.8,,,,,,,,,
2015-03-20,2.5,0.0,0.0,330.0,-4.2,1.1,-10.5,200,190,5.8,7.6,,,,,,,,,
2015-03-21,2.2,0.5,0.0,300.0,-0.1,2.2,-1.6,130,230,5.4,7.2,1,,,,1,,,,
2015-03-22,8.2,0.0,0.0,280.0,-2.9,1.7,-9.9,300,310,13.9,19.7,,,,,,,,,
2015-03-23,5.3,0.0,0.0,280.0,-6.2,1.1,-10.5,300,280,9.8,11.6,,,,,1,,,,
2015-03-24,2.2,0.0,0.0,280.0,-3.2,3.9,-9.3,180,160,5.8,7.6,,,,,,,,,
2015-03-25,2.8,0.3,0.0,280.0,-0.2,5.6,-6.6,210,200,7.6,11.6,,,,,,,,,
2015-03-26,2.6,10.9,0.0,280.0,5.3,9.4,2.8,190,190,6.7,8.9,1,,,,,,,,
2015-03-27,2.0,1.8,0.0,230.0,5.8,9.4,3.3,10,10,4.5,5.8,1,,,,,,,,
2015-03-28,5.2,0.0,3.0,200.0,3.1,5.0,-1.0,350,350,10.3,11.6,1,,,,,,,,
2015-03-29,3.2,0.0,0.0,200.0,0.2,5.0,-5.5,170,170,6.7,8.1,,,,,,,,,
2015-03-30,3.8,0.5,0.0,200.0,1.6,4.4,-1.0,200,180,9.8,13.0,,,,,1,,,,
2015-03-31,5.5,0.0,0.0,180.0,4.6,8.9,-0.5,300,300,10.3,13.4,,,,,,,,,
2015-04-01,4.1,0.0,0.0,180.0,2.3,7.2,-3.8,330,310,10.7,15.2,,,,,,,,,
2015-04-02,2.5,0.0,0.0,180.0,0.9,7.8,-4.9,200,150,6.7,8.5,,,,,,,,,
2015-04-03,2.4,0.0,0.0,150.0,10.1,18.9,3.3,250,250,7.2,8.9,,,,,1,,,,
2015-04-04,5.9,4.3,0.0,100.0,6.5,9.4,-1.6,330,300,13.4,18.8,1,,,,,,,,
2015-04-05,5.0,0.0,0.0,80.0,2.3,8.9,-4.9,260,270,12.5,15.7,,,,,,,,,
2015-04-06,3.1,0.0,0.0,50.0,1.9,5.0,-2.7,90,110,6.3,8.5,,,,,,,,,
2015-04-07,2.2,0.0,0.0,0.0,3.8,8.3,-1.6,50,40,5.8,6.7,1,,,,,,,,
2015-04-08,4.2,3.8,36.0,0.0,2.0,5.6,-2.1,90,30,7.6,8.9,1,,,,,,,,
2015-04-09,5.0,8.1,38.0,80.0,0.2,1.7,-1.6,80,90,8.1,11.2,1,,,,,,,,
2015-04-10,2.2,9.7,0.0,50.0,2.3,6.1,1.1,150,150,5.8,7.6,1,,1,,1,,,,
2015-04-11,5.3,0.0,0.0,0.0,7.4,12.2,-0.5,270,280,12.5,17.0,,,,,,,,,
2015-04-12,2.7,0.0,0.0,0.0,9.6,20.0,-1.6,240,280,7.2,9.8,,,,,,,,,
2015-04-13,4.1,0.0,0.0,0.0,10.4,18.9,0.6,180,170,9.4,13.4,,,,,,,,,
2015-04-14,3.8,1.0,0.0,0.0,14.1,21.1,4.4,310,280,11.2,14.8,,,,,,,,,
2015-04-15,4.9,0.0,0.0,0.0,11.6,18.3,3.3,350,330,11.6,15.7,,,,,,,,,
2015-04-16,3.7,0.0,0.0,0.0,7.8,12.8,-2.1,200,200,8.1,10.7,,,,,,,,,
2015-04-17,3.8,2.8,0.0,0.0,11.7,19.4,7.2,280,280,8.1,10.7,1,,,,,,,,
2015-04-18,3.2,0.0,0.0,0.0,10.1,12.8,3.9,150,110,7.6,10.3,,,,,,,,,
2015-04-19,3.5,0.0,0.0,0.0,7.9,13.9,2.2,350,350,8.1,10.3,,,,,,,,,
2015-04-20,5.4,55.9,0.0,0.0,5.6,8.9,2.2,110,120,11.2,15.2,1,,,,,,,,
2015-04-21,3.0,37.8,0.0,0.0,10.6,17.2,5.0,110,90,9.4,17.4,1,,,,1,,1,,
2015-04-22,4.7,0.0,0.0,0.0,9.4,15.6,1.7,170,170,10.7,15.2,,,,,,,,,
2015-04-23,4.3,2.3,0.0,0.0,8.4,11.7,3.3,240,240,9.8,13.4,,1,,,,,,,
2015-04-24,4.9,0.0,0.0,0.0,6.2,12.2,1.7,310,290,9.8,12.5,,,,,,,,,
2015-04-25,4.4,0.0,0.0,0.0,6.1,12.8,0.0,290,350,9.8,12.1,,,,,,,,,
2015-04-26,2.5,0.0,0.0,0.0,8.6,13.3,3.9,100,90,5.8,6.7,,,,,,,,,
2015-04-27,6.0,2.0,0.0,0.0,10.4,14.4,6.1,20,20,11.6,16.1,,,,,,,,,
2015-04-28,7.4,0.0,0.0,0.0,11.0,17.2,6.7,300,300,12.5,16.5,,,,,,,,,
2015-04-29,2.5,0.0,0.0,0.0,11.8,13.9,7.2,360,20,7.6,10.3,,,,,,,,,
2015-04-30,2.6,0.0,0.0,0.0,10.6,15.6,5.0,100,100,7.2,8.9,,,,,,,,,
2015-05-01,2.6,0.0,0.0,0.0,8.9,12.8,3.9,150,150,6.7,8.9,,,,,,,,,
2015-05-02,2.7,0.0,0.0,0.0,7.3,12.2,3.3,150,140,6.7,8.5,,,,,,,,,
2015-05-03,2.4,0.0,0.0,0.0,9.6,16.7,4.4,170,170,6.3,8.5,1,,1,,1,,,,
2015-05-04,3.1,0.0,0.0,0.0,13.9,24.4,5.6,190,170,8.9,13.9,,,,,,,,,
2015-05-05,4.1,0.0,0.0,0.0,20.6,23.9,10.6,10,340,8.9,11.2,,,,,,,,,
2015-05-06,2.6,0.0,0.0,0.0,15.6,22.2,5.6,180,190,8.9,11.6,,,,,,,,,
2015-05-07,3.5,0.0,0.0,0.0,18.1,28.9,7.8,180,180,9.4,11.6,,,,,,,,,
2015-05-08,5.4,0.0,0.0,0.0,12.4,14.4,6.7,90,70,10.3,13.0,,,,,,,,,
2015-05-09,2.6,0.0,0.0,0.0,9.7,15.0,6.7,170,200,7.2,9.8,1,,,,,,,,
2015-05-10,3.0,17.8,0.0,0.0,18.6,28.3,11.1,300,300,12.5,17.4,1,,,,,,1,,
2015-05-11,4.0,0.3,0.0,0.0,16.8,20.0,8.9,90,100,8.9,11.6,1,,,,1,,,,
2015-05-12,3.7,0.8,0.0,0.0,13.9,27.8,8.3,270,260,13.4,19.2,1,,,,1,,,,
2015-05-13,5.7,0.0,0.0,0.0,16.4,17.8,6.7,320,320,12.5,16.1,,,,,,,,,
2015-05-14,3.6,0.0,0.0,0.0,12.6,20.0,4.4,200,180,8.1,10.3,,,,,,,,,
2015-05-15,2.6,0.0,0.0,0.0,13.6,21.1,6.1,180,190,7.2,10.3,,,,,,,,,
2015-05-16,2.0,0.0,0.0,0.0,12.7,17.2,8.9,150,150,5.4,6.7,1,,,,,,,,
2015-05-17,3.0,0.8,0.0,0.0,14.4,23.3,8.9,90,90,6.7,8.1,1,,,,,,,,
2015-05-18,3.6,0.0,0.0,0.0,11.8,16.1,8.9,90,100,6.3,7.6,1,,,,,,,,
2015-05-19,2.8,4.6,0.0,0.0,12.5,18.3,9.4,180,180,6.3,8.1,1,,1,,,,,,
2015-05-20,5.1,0.0,0.0,0.0,16.3,19.4,7.2,290,290,12.5,14.8,1,,,,,,,,
2015-05-21,3.8,0.0,0.0,0.0,12.8,20.6,3.9,190,190,11.2,14.8,,,,,,,,,
2015-05-22,3.2,0.0,0.0,0.0,14.6,19.4,8.3,340,320,10.7,14.8,,,,,,,,,
2015-05-23,5.7,0.0,0.0,0.0,11.4,18.3,3.9,300,300,12.5,16.1,,,,,,,,,
2015-05-24,5.0,0.0,0.0,0.0,17.9,28.3,10.0,270,290,11.2,13.4,,,,,,,,,
2015-05-25,3.3,0.3,0.0,0.0,21.5,28.9,12.8,250,290,8.1,12.5,,,,,,,,,
2015-05-26,3.3,0.8,0.0,0.0,20.8,32.8,14.4,270,280,9.4,12.5,1,,,,,,,,
2015-05-27,3.6,0.0,0.0,0.0,22.5,26.1,17.2,180,200,9.8,15.2,,,,,,,,,
2015-05-28,3.5,9.4,0.0,0.0,21.6,26.7,17.8,180,170,9.4,13.4,1,,,,,,1,,
2015-05-29,3.3,0.0,0.0,0.0,20.4,25.0,15.0,150,150,6.7,8.1,1,,1,,,,,,
2015-05-30,3.7,0.0,0.0,0.0,18.3,28.9,12.2,190,190,9.4,13.4,1,,1,,,,,,
2015-05-31,4.0,24.1,0.0,0.0,17.9,22.8,10.0,50,50,9.4,12.5,1,,,,,,1,,
2015-06-01,4.8,30.5,0.0,0.0,10.1,10.6,7.8,50,40,8.9,11.2,1,,,,1,,,,
2015-06-02,3.1,16.5,0.0,0.0,8.3,10.0,7.2,50,50,7.6,9.4,1,,,,,,,,
2015-06-03,1.6,0.0,0.0,0.0,10.6,16.1,7.2,350,350,5.8,7.2,,,,,,,,,
2015-06-04,1.7,0.0,0.0,0.0,11.2,15.6,6.7,170,150,5.8,7.2,1,,,,,,,,
2015-06-05,2.7,0.8,0.0,0.0,10.6,14.4,6.1,160,150,7.2,9.4,1,,,,,,,,
2015-06-06,3.7,0.8,0.0,0.0,15.2,22.8,10.0,340,340,8.9,12.1,1,,,,,,,,
2015-06-07,3.3,0.0,0.0,0.0,14.7,19.4,6.1,180,170,6.7,8.9,,,,,,,,,
2015-06-08,5.6,0.0,0.0,0.0,14.1,18.3,11.7,200,180,10.3,13.9,,,,,,,,,
2015-06-09,4.3,0.0,0.0,0.0,16.6,20.0,14.4,190,180,8.1,10.7,1,,,,,,,,
2015-06-10,4.3,0.0,0.0,0.0,20.4,27.2,15.6,190,180,7.2,9.8,,,,,,,,,
2015-06-11,4.7,0.0,0.0,0.0,22.1,30.0,15.6,280,280,11.2,16.1,,,,,,,,,
2015-06-12,2.4,4.6,0.0,0.0,21.7,26.7,15.0,330,340,6.7,8.1,1,,,,,,1,,
2015-06-13,4.2,0.3,0.0,0.0,20.6,29.4,15.0,360,360,9.4,11.6,1,,,,,,,,
2015-06-14,2.7,0.0,0.0,0.0,19.9,25.6,13.3,200,170,7.2,9.4,,,,,,,,,
2015-06-15,2.3,3.6,0.0,0.0,14.3,16.1,12.2,200,200,6.7,8.9,1,,,,,,,,
2015-06-16,1.2,2.8,0.0,0.0,14.1,16.1,12.8,240,,2.7,,1,,1,,,,,,
2015-06-17,2.6,0.0,0.0,0.0,18.1,23.9,11.7,360,10,7.2,9.4,1,,,,,,,,
2015-06-18,3.4,0.0,0.0,0.0,16.2,22.2,10.0,180,180,9.4,11.6,,,,,,,,,
2015-06-19,3.7,2.8,0.0,0.0,19.4,26.7,13.9,350,320,8.1,11.2,1,,,,,,,,
2015-06-20,3.6,0.0,0.0,0.0,16.6,20.6,9.4,150,160,7.6,9.8,,,,,,,,,
2015-06-21,2.6,35.6,0.0,0.0,16.7,22.2,14.4,350,180,6.3,7.6,1,,,,,,,,
2015-06-22,2.2,3.0,0.0,0.0,18.1,22.2,15.0,190,180,6.3,8.5,1,,,,,,,,
2015-06-23,2.5,21.1,0.0,0.0,16.4,19.4,14.4,80,310,7.6,9.8,1,,,,1,,1,,
2015-06-24,2.7,0.0,0.0,0.0,20.9,27.8,13.3,310,340,7.2,10.7,1,,,,,,,,
2015-06-25,2.6,0.0,0.0,0.0,19.9,25.6,13.3,170,160,6.7,8.1,,,,,,,,,
2015-06-26,2.1,0.3,0.0,0.0,17.5,19.4,11.7,90,110,5.8,6.7,,,,,,,,,
2015-06-27,2.1,0.0,0.0,0.0,15.7,21.1,9.4,80,170,5.4,6.7,,,,,,,,,
2015-06-28,6.1,40.1,0.0,0.0,13.9,15.0,11.1,60,60,11.6,16.1,1,,,,,,,,
2015-06-29,2.4,0.0,0.0,0.0,14.5,20.6,10.6,160,160,6.7,8.1,,,,,,,,,
2015-06-30,1.9,0.0,0.0,0.0,19.6,23.9,16.7,180,180,5.8,7.2,,,,,,,,,
2015-07-01,2.3,6.6,0.0,0.0,17.4,20.0,15.6,180,180,6.7,9.8,1,,,,,,,,
2015-07-02,4.2,0.0,0.0,0.0,20.4,25.6,14.4,290,250,9.8,13.0,,,,,,,,,
2015-07-03,2.2,0.0,0.0,0.0,19.8,26.7,12.2,150,230,6.3,8.9,,,,,,,,,
2015-07-04,1.4,0.0,0.0,0.0,17.4,21.7,11.7,160,160,4.0,5.4,1,,,,,,,,
2015-07-05,1.8,0.0,0.0,0.0,19.8,27.8,12.8,180,220,5.4,7.6,1,,,,,,,,
2015-07-06,2.2,0.0,0.0,0.0,21.8,27.8,15.6,180,200,6.7,8.9,,,,,,,,,
2015-07-07,3.1,1.0,0.0,0.0,20.2,24.4,14.4,190,190,8.9,11.2,1,,,,,,,,
2015-07-08,3.1,0.0,0.0,0.0,23.4,28.9,16.7,10,10,6.7,8.5,1,,,,,,,,
2015-07-09,1.8,0.0,0.0,0.0,18.7,22.2,14.4,170,150,4.0,5.4,,,,,,,,,
2015-07-10,3.6,0.0,0.0,0.0,21.3,28.9,16.1,10,320,7.6,10.3,,,,,,,,,
2015-07-11,3.4,0.0,0.0,0.0,22.7,30.6,15.6,300,320,6.7,9.4,,,,,,,,,
2015-07-12,2.8,0.0,0.0,0.0,25.1,32.2,17.8,280,260,6.7,8.5,,,,,,,,,
2015-07-13,2.0,0.0,0.0,0.0,23.2,25.6,15.6,40,120,5.4,6.3,1,,,,1,,,,
2015-07-14,2.2,0.3,0.0,0.0,19.3,24.4,15.6,180,160,7.2,9.4,1,,1,,,,,,
2015-07-15,4.0,0.3,0.0,0.0,21.7,27.8,16.7,350,340,8.9,10.7,1,,1,,1,,,,
2015-07-16,3.1,0.0,0.0,0.0,18.3,24.4,12.8,350,350,7.6,10.3,,,,,,,,,
2015-07-17,1.9,0.0,0.0,0.0,17.8,23.3,10.6,150,150,5.8,6.7,,,,,1,,,,
2015-07-18,3.1,2.5,0.0,0.0,18.4,21.1,17.2,190,170,6.7,9.4,1,,,,,,,,
2015-07-19,2.1,15.7,0.0,0.0,21.3,27.2,17.8,30,30,5.8,7.6,1,,1,,,,1,,
2015-07-20,1.9,0.0,0.0,0.0,21.9,28.9,16.7,90,160,5.4,7.2,1,,1,,,,,,
2015-07-21,2.7,0.3,0.0,0.0,18.5,21.1,15.6,360,90,5.4,6.3,1,,1,,,,1,,
2015-07-22,3.2,0.0,0.0,0.0,20.4,27.8,13.9,310,290,8.1,10.7,1,,1,,,,,,
2015-07-23,2.1,0.0,0.0,0.0,19.7,25.6,13.9,300,150,5.4,6.3,,,,,,,,,
2015-07-24,2.9,0.0,0.0,0.0,19.2,24.4,12.8,280,280,6.7,8.5,,,,,,,1,,
2015-07-25,2.8,0.0,0.0,0.0,16.8,19.4,15.0,90,100,5.8,7.2,,,,,,,,,
2015-07-26,2.4,2.8,0.0,0.0,16.8,19.4,15.0,170,190,6.3,8.9,1,,,,,,,,
2015-07-27,2.0,0.0,0.0,0.0,19.8,25.0,17.2,170,130,5.4,8.9,1,,1,,,,,,
2015-07-28,2.0,0.5,0.0,0.0,21.4,28.3,16.7,150,140,6.3,6.7,1,,,,,,1,,
2015-07-29,1.8,0.0,0.0,0.0,23.7,31.1,17.2,100,100,10.3,12.1,,,,,,,,,
2015-07-30,2.6,2.0,0.0,0.0,23.5,30.0,18.9,210,190,7.6,11.2,1,,,,,,1,,
2015-07-31,3.7,0.0,0.0,0.0,24.8,30.0,20.0,290,250,9.8,12.5,,,,,,,,,
2015-08-01,3.1,0.0,0.0,0.0,23.3,30.0,15.6,280,270,8.9,11.2,,,,,,,,,
2015-08-02,3.2,0.0,0.0,0.0,21.9,27.2,16.1,180,160,7.2,10.3,,,,,,,,,
2015-08-03,3.8,3.8,0.0,0.0,22.3,27.2,17.8,180,160,9.8,14.3,1,,,,,,1,,
2015-08-04,2.2,1.3,0.0,0.0,21.0,26.7,15.6,320,330,15.7,19.2,1,,,,,,1,,
2015-08-05,3.4,0.0,0.0,0.0,20.6,27.8,13.9,280,250,9.8,13.9,1,,,,,,,,
2015-08-06,3.8,0.0,0.0,0.0,20.4,26.7,13.3,320,290,8.9,13.0,,,,,,,,,
2015-08-07,1.8,0.0,0.0,0.0,18.8,24.4,11.7,180,180,6.7,8.1,,,,,,,,,
2015-08-08,1.5,0.0,0.0,0.0,19.3,26.7,12.2,150,130,5.8,7.2,,,,,,,,,
2015-08-09,2.6,0.0,0.0,0.0,19.4,25.0,15.0,70,60,6.3,9.4,,,,,,,,,
2015-08-10,3.1,0.0,0.0,0.0,19.4,25.0,13.9,180,170,7.2,9.8,,,,,,,,,
2015-08-11,4.7,28.4,0.0,0.0,18.8,19.4,17.8,170,130,9.8,14.8,1,,,,,,,,
2015-08-12,2.3,0.0,0.0,0.0,20.6,26.7,16.7,160,150,7.2,8.5,1,,1,,,,,,
2015-08-13,2.2,0.0,0.0,0.0,20.2,25.0,14.4,150,140,7.2,8.9,,,,,,,,,
2015-08-14,3.0,0.0,0.0,0.0,20.3,26.7,13.3,190,170,8.1,11.2,,,,,,,,,
2015-08-15,1.8,4.3,0.0,0.0,22.6,29.4,16.1,350,10,12.5,19.2,1,,,,,,1,,
2015-08-16,1.9,0.0,0.0,0.0,23.6,29.4,18.3,150,140,5.4,6.3,1,,,,,,,,
2015-08-17,2.0,0.0,0.0,0.0,24.6,31.7,18.3,160,,5.4,,,,,,,,,,
2015-08-18,2.0,0.0,0.0,0.0,24.4,30.0,18.9,160,150,6.3,7.6,1,,,,,,1,,
2015-08-19,2.9,0.0,0.0,0.0,23.6,28.3,20.6,180,210,7.2,10.7,1,,,,1,,,,
2015-08-20,3.0,0.3,0.0,0.0,21.4,23.9,19.4,160,160,5.8,7.2,1,,1,,,,,,
2015-08-21,2.1,15.0,0.0,0.0,20.8,22.8,19.4,160,170,4.5,6.3,1,,1,,,,,,
2015-08-22,2.7,0.0,0.0,0.0,21.9,25.6,17.8,30,20,6.7,8.9,1,,1,,,,,,
2015-08-23,2.0,8.9,0.0,0.0,19.8,21.1,18.3,50,30,4.5,6.3,1,,,,,,,,
2015-08-24,1.4,0.0,0.0,0.0,21.1,26.1,18.9,160,160,5.8,7.2,1,,1,,,,,,
2015-08-25,2.7,1.3,0.0,0.0,20.5,23.9,20.0,130,140,5.8,7.6,1,,1,,,,,,
2015-08-26,2.4,0.0,0.0,0.0,22.1,26.7,17.8,170,170,6.7,8.5,1,,1,,,,,,
2015-08-27,2.9,0.0,0.0,0.0,21.2,26.1,15.0,270,270,7.6,9.4,,,,,,,,,
2015-08-28,2.5,0.0,0.0,0.0,18.9,25.0,12.8,190,190,6.3,8.9,,,,,,,,,
2015-08-29,2.2,0.0,0.0,0.0,18.8,23.9,12.8,200,200,6.3,8.5,,,,,,,,,
